api_name,short_version,os,device,automation_backend,long_name,long_version,recommended_backend_version,deprecated_backend_versions,supported_backend_versions
"iphone","10.0","Mac 10.11","iPhone Simulator","webdriver","iPhone Simulator","10.0.","","",""
"iphone","10.2","Mac 10.11","iPhone Simulator","webdriver","iPhone Simulator","10.2.","","",""
"iphone","10.0","Mac 10.11","iPhone 6 Plus","webdriver","iPhone 6 Plus Simulator","10.0.","","",""
"iphone","10.2","Mac 10.11","iPhone 6 Plus","webdriver","iPhone 6 Plus Simulator","10.2.","","",""
"ipad","10.0","Mac 10.11","iPad Pro (9.7-inch)","webdriver","iPad Pro (9.7 inch) Simulator","10.0.","","",""
"ipad","10.2","Mac 10.11","iPad Pro (9.7-inch)","webdriver","iPad Pro (9.7 inch) Simulator","10.2.","","",""
"ipad","10.0","Mac 10.11","iPad Retina","webdriver","iPad Retina Simulator","10.0.","","",""
"ipad","10.2","Mac 10.11","iPad Retina","webdriver","iPad Retina Simulator","10.2.","","",""
"MicrosoftEdge","14","Windows 10","","webdriver","Microsoft Edge","14.14393.","","",""
"firefox","4","Mac 10.12","","webdriver","Firefox","4.0.1.","","",""
"firefox","5","Mac 10.12","","webdriver","Firefox","5.0.1.","","",""
"firefox","6","Mac 10.12","","webdriver","Firefox","6.0.2.","","",""
"firefox","7","Mac 10.12","","webdriver","Firefox","7.0.1.","","",""
"firefox","8","Mac 10.12","","webdriver","Firefox","8.0.1.","","",""
"firefox","9","Mac 10.12","","webdriver","Firefox","9.0.","","",""
"firefox","10","Mac 10.12","","webdriver","Firefox","10.0.1.","","",""
"firefox","11","Mac 10.12","","webdriver","Firefox","11.0.","","",""
"firefox","12","Mac 10.12","","webdriver","Firefox","12.0.","","",""
"firefox","13","Mac 10.12","","webdriver","Firefox","13.0.1.","","",""
"firefox","14","Mac 10.12","","webdriver","Firefox","14.0.1.","","",""
"firefox","15","Mac 10.12","","webdriver","Firefox","15.0.1.","","",""
"firefox","16","Mac 10.12","","webdriver","Firefox","16.0.2.","","",""
"firefox","17","Mac 10.12","","webdriver","Firefox","17.0.1.","","",""
"firefox","18","Mac 10.12","","webdriver","Firefox","18.0.2.","","",""
"firefox","19","Mac 10.12","","webdriver","Firefox","19.0.","","",""
"firefox","20","Mac 10.12","","webdriver","Firefox","20.0.1.","","",""
"firefox","21","Mac 10.12","","webdriver","Firefox","21.0.","","",""
"firefox","22","Mac 10.12","","webdriver","Firefox","22.0.","","",""
"firefox","23","Mac 10.12","","webdriver","Firefox","23.0.","","",""
"firefox","24","Mac 10.12","","webdriver","Firefox","24.0.","","",""
"firefox","25","Mac 10.12","","webdriver","Firefox","25.0.","","",""
"firefox","26","Mac 10.12","","webdriver","Firefox","26.0.","","",""
"firefox","27","Mac 10.12","","webdriver","Firefox","27.0.","","",""
"firefox","28","Mac 10.12","","webdriver","Firefox","28.0.","","",""
"firefox","29","Mac 10.12","","webdriver","Firefox","29.0.","","",""
"firefox","30","Mac 10.12","","webdriver","Firefox","30.0.","","",""
"firefox","31","Mac 10.12","","webdriver","Firefox","31.0.","","",""
"firefox","32","Mac 10.12","","webdriver","Firefox","32.0.","","",""
"firefox","33","Mac 10.12","","webdriver","Firefox","33.0.","","",""
"firefox","34","Mac 10.12","","webdriver","Firefox","34.0.","","",""
"firefox","35","Mac 10.12","","webdriver","Firefox","35.0.","","",""
"firefox","36","Mac 10.12","","webdriver","Firefox","36.0.","","",""
"firefox","37","Mac 10.12","","webdriver","Firefox","37.0.2.","","",""
"firefox","38","Mac 10.12","","webdriver","Firefox","38.0.1.","","",""
"firefox","39","Mac 10.12","","webdriver","Firefox","39.0.","","",""
"firefox","40","Mac 10.12","","webdriver","Firefox","40.0.","","",""
"firefox","41","Mac 10.12","","webdriver","Firefox","41.0.","","",""
"firefox","42","Mac 10.12","","webdriver","Firefox","42.0.","","",""
"firefox","43","Mac 10.12","","webdriver","Firefox","43.0.","","",""
"firefox","44","Mac 10.12","","webdriver","Firefox","44.0.","","",""
"firefox","45","Mac 10.12","","webdriver","Firefox","45.0.","","",""
"firefox","46","Mac 10.12","","webdriver","Firefox","46.0.","","",""
"firefox","47","Mac 10.12","","webdriver","Firefox","47.0.","","",""
"firefox","48","Mac 10.12","","webdriver","Firefox","48.0.","","",""
"firefox","49","Mac 10.12","","webdriver","Firefox","49.0.","","",""
"firefox","50","Mac 10.12","","webdriver","Firefox","50.0.","","",""
"firefox","51","Mac 10.12","","webdriver","Firefox","51.0.","","",""
"firefox","52","Mac 10.12","","webdriver","Firefox","52.0.","","",""
"firefox","53","Mac 10.12","","webdriver","Firefox","53.0.","","",""
"firefox","54","Mac 10.12","","webdriver","Firefox","54.0.","","",""
"firefox","55","Mac 10.12","","webdriver","Firefox","55.0.","","",""
"firefox","56","Mac 10.12","","webdriver","Firefox","56.0.","","",""
"firefox","57","Mac 10.12","","webdriver","Firefox","57.0.","","",""
"firefox","58","Mac 10.12","","webdriver","Firefox","58.0.","","",""
"firefox","59","Mac 10.12","","webdriver","Firefox","59.0.","","",""
"firefox","60","Mac 10.12","","webdriver","Firefox","60.0.","","",""
"firefox","beta","Mac 10.12","","webdriver","Firefox","beta.","","",""
"firefox","dev","Mac 10.12","","webdriver","Firefox","dev.","","",""
"iphone","10.3","Mac 10.12","iPhone 6s","webdriver","iPhone 6s Simulator","10.3.","","",""
"iphone","11.0","Mac 10.12","iPhone 6s","webdriver","iPhone 6s Simulator","11.0.","","",""
"iphone","11.1","Mac 10.12","iPhone 6s","webdriver","iPhone 6s Simulator","11.1.","","",""
"iphone","11.2","Mac 10.12","iPhone 6s","webdriver","iPhone 6s Simulator","11.2.","","",""
"iphone","11.0","Mac 10.12","iPhone 8 Plus","webdriver","iPhone 8 Plus Simulator","11.0.","","",""
"iphone","11.1","Mac 10.12","iPhone 8 Plus","webdriver","iPhone 8 Plus Simulator","11.1.","","",""
"iphone","11.2","Mac 10.12","iPhone 8 Plus","webdriver","iPhone 8 Plus Simulator","11.2.","","",""
"iphone","10.3","Mac 10.12","iPhone 7 Plus","webdriver","iPhone 7 Plus Simulator","10.3.","","",""
"iphone","11.0","Mac 10.12","iPhone 7 Plus","webdriver","iPhone 7 Plus Simulator","11.0.","","",""
"iphone","11.1","Mac 10.12","iPhone 7 Plus","webdriver","iPhone 7 Plus Simulator","11.1.","","",""
"iphone","11.2","Mac 10.12","iPhone 7 Plus","webdriver","iPhone 7 Plus Simulator","11.2.","","",""
"ipad","10.3","Mac 10.12","iPad Air 2","webdriver","iPad Air 2 Simulator","10.3.","","",""
"ipad","11.0","Mac 10.12","iPad Air 2","webdriver","iPad Air 2 Simulator","11.0.","","",""
"ipad","11.1","Mac 10.12","iPad Air 2","webdriver","iPad Air 2 Simulator","11.1.","","",""
"ipad","11.2","Mac 10.12","iPad Air 2","webdriver","iPad Air 2 Simulator","11.2.","","",""
"ipad","10.3","Mac 10.12","iPad Simulator","webdriver","iPad Simulator","10.3.","","",""
"ipad","11.0","Mac 10.12","iPad Simulator","webdriver","iPad Simulator","11.0.","","",""
"ipad","11.1","Mac 10.12","iPad Simulator","webdriver","iPad Simulator","11.1.","","",""
"ipad","11.2","Mac 10.12","iPad Simulator","webdriver","iPad Simulator","11.2.","","",""
"iphone","10.3","Mac 10.12","iPhone 7","webdriver","iPhone 7 Simulator","10.3.","","",""
"iphone","11.0","Mac 10.12","iPhone 7","webdriver","iPhone 7 Simulator","11.0.","","",""
"iphone","11.1","Mac 10.12","iPhone 7","webdriver","iPhone 7 Simulator","11.1.","","",""
"iphone","11.2","Mac 10.12","iPhone 7","webdriver","iPhone 7 Simulator","11.2.","","",""
"iphone","10.3","Mac 10.12","iPhone 6","webdriver","iPhone 6 Simulator","10.3.","","",""
"iphone","11.0","Mac 10.12","iPhone 6","webdriver","iPhone 6 Simulator","11.0.","","",""
"iphone","11.1","Mac 10.12","iPhone 6","webdriver","iPhone 6 Simulator","11.1.","","",""
"iphone","11.2","Mac 10.12","iPhone 6","webdriver","iPhone 6 Simulator","11.2.","","",""
"iphone","10.3","Mac 10.12","iPhone 5","webdriver","iPhone 5 Simulator","10.3.","","",""
"chrome","27","Mac 10.12","","webdriver","Google Chrome","27.0.1453.110.","","",""
"chrome","28","Mac 10.12","","webdriver","Google Chrome","28.0.1500.95.","","",""
"chrome","31","Mac 10.12","","webdriver","Google Chrome","31.0.1650.63.","","",""
"chrome","32","Mac 10.12","","webdriver","Google Chrome","32.0.1700.107.","","",""
"chrome","33","Mac 10.12","","webdriver","Google Chrome","33.0.1750.149.","","",""
"chrome","34","Mac 10.12","","webdriver","Google Chrome","34.0.1847.116.","","",""
"chrome","35","Mac 10.12","","webdriver","Google Chrome","35.0.1916.114.","","",""
"chrome","36","Mac 10.12","","webdriver","Google Chrome","36.0.1985.125.","","",""
"chrome","37","Mac 10.12","","webdriver","Google Chrome","37.0.2062.120.","","",""
"chrome","38","Mac 10.12","","webdriver","Google Chrome","38.0.2125.101.","","",""
"chrome","39","Mac 10.12","","webdriver","Google Chrome","39.0.2171.65.","","",""
"chrome","40","Mac 10.12","","webdriver","Google Chrome","40.0.2214.93.","","",""
"chrome","41","Mac 10.12","","webdriver","Google Chrome","41.0.2272.76.","","",""
"chrome","42","Mac 10.12","","webdriver","Google Chrome","42.0.2311.135.","","",""
"chrome","43","Mac 10.12","","webdriver","Google Chrome","43.0.2357.65.","","",""
"chrome","44","Mac 10.12","","webdriver","Google Chrome","44.0.2403.125.","","",""
"chrome","45","Mac 10.12","","webdriver","Google Chrome","45.0.2454.93.","","",""
"chrome","46","Mac 10.12","","webdriver","Google Chrome","46.0.2490.71","","",""
"chrome","47","Mac 10.12","","webdriver","Google Chrome","47.0.2526.73","","",""
"chrome","48","Mac 10.12","","webdriver","Google Chrome","48.0.2564.97","","",""
"chrome","49","Mac 10.12","","webdriver","Google Chrome","49.0.2623.112","","",""
"chrome","50","Mac 10.12","","webdriver","Google Chrome","50.0.2661.94","","",""
"chrome","51","Mac 10.12","","webdriver","Google Chrome","51.0.2704.63","","",""
"chrome","52","Mac 10.12","","webdriver","Google Chrome","52.0.2743.82","","",""
"chrome","53","Mac 10.12","","webdriver","Google Chrome","53.0.2785.89","","",""
"chrome","54","Mac 10.12","","webdriver","Google Chrome","54.0.2840.59","","",""
"chrome","55","Mac 10.12","","webdriver","Google Chrome","55.0.2883.75","","",""
"chrome","56","Mac 10.12","","webdriver","Google Chrome","56.0.2924.76","","",""
"chrome","57","Mac 10.12","","webdriver","Google Chrome","57.0.2987.98","","",""
"chrome","58","Mac 10.12","","webdriver","Google Chrome","58.0.3029.81","","",""
"chrome","59","Mac 10.12","","webdriver","Google Chrome","59.0.3071.86","","",""
"chrome","60","Mac 10.12","","webdriver","Google Chrome","60.0.3112.78","","",""
"chrome","61","Mac 10.12","","webdriver","Google Chrome","61.0.3163.79","","",""
"chrome","62","Mac 10.12","","webdriver","Google Chrome","62.0.3202.62","","",""
"chrome","63","Mac 10.12","","webdriver","Google Chrome","63.0.3239.84","","",""
"chrome","64","Mac 10.12","","webdriver","Google Chrome","64.0.3282.119","","",""
"chrome","65","Mac 10.12","","webdriver","Google Chrome","65.0.3325.146","","",""
"chrome","66","Mac 10.12","","webdriver","Google Chrome","66.0.3359.117","","",""
"chrome","beta","Mac 10.12","","webdriver","Google Chrome","beta.","","",""
"chrome","dev","Mac 10.12","","webdriver","Google Chrome","dev.","","",""
"iphone","11.0","Mac 10.12","iPhone 8","webdriver","iPhone 8 Simulator","11.0.","","",""
"iphone","11.1","Mac 10.12","iPhone 8","webdriver","iPhone 8 Simulator","11.1.","","",""
"iphone","11.2","Mac 10.12","iPhone 8","webdriver","iPhone 8 Simulator","11.2.","","",""
"iphone","10.3","Mac 10.12","iPhone 5s","webdriver","iPhone 5s Simulator","10.3.","","",""
"iphone","11.0","Mac 10.12","iPhone 5s","webdriver","iPhone 5s Simulator","11.0.","","",""
"iphone","11.1","Mac 10.12","iPhone 5s","webdriver","iPhone 5s Simulator","11.1.","","",""
"iphone","11.2","Mac 10.12","iPhone 5s","webdriver","iPhone 5s Simulator","11.2.","","",""
"iphone","10.3","Mac 10.12","iPhone SE","webdriver","iPhone SE Simulator","10.3.","","",""
"iphone","11.0","Mac 10.12","iPhone SE","webdriver","iPhone SE Simulator","11.0.","","",""
"iphone","11.1","Mac 10.12","iPhone SE","webdriver","iPhone SE Simulator","11.1.","","",""
"iphone","11.2","Mac 10.12","iPhone SE","webdriver","iPhone SE Simulator","11.2.","","",""
"ipad","10.3","Mac 10.12","iPad Air","webdriver","iPad Air Simulator","10.3.","","",""
"ipad","11.0","Mac 10.12","iPad Air","webdriver","iPad Air Simulator","11.0.","","",""
"ipad","11.1","Mac 10.12","iPad Air","webdriver","iPad Air Simulator","11.1.","","",""
"ipad","11.2","Mac 10.12","iPad Air","webdriver","iPad Air Simulator","11.2.","","",""
"ipad","11.0","Mac 10.12","iPad (5th generation)","webdriver","iPad (5th generation) Simulator","11.0.","","",""
"ipad","11.1","Mac 10.12","iPad (5th generation)","webdriver","iPad (5th generation) Simulator","11.1.","","",""
"ipad","11.2","Mac 10.12","iPad (5th generation)","webdriver","iPad (5th generation) Simulator","11.2.","","",""
"ipad","10.3","Mac 10.12","iPad Pro (12.9-inch)","webdriver","iPad Pro (12.9 inch) Simulator","10.3.","","",""
"ipad","11.0","Mac 10.12","iPad Pro (12.9-inch)","webdriver","iPad Pro (12.9 inch) Simulator","11.0.","","",""
"ipad","11.1","Mac 10.12","iPad Pro (12.9-inch)","webdriver","iPad Pro (12.9 inch) Simulator","11.1.","","",""
"ipad","11.2","Mac 10.12","iPad Pro (12.9-inch)","webdriver","iPad Pro (12.9 inch) Simulator","11.2.","","",""
"ipad","10.3","Mac 10.12","iPad Pro (9.7-inch)","webdriver","iPad Pro (9.7 inch) Simulator","10.3.","","",""
"ipad","11.0","Mac 10.12","iPad Pro (9.7-inch)","webdriver","iPad Pro (9.7 inch) Simulator","11.0.","","",""
"ipad","11.1","Mac 10.12","iPad Pro (9.7-inch)","webdriver","iPad Pro (9.7 inch) Simulator","11.1.","","",""
"ipad","11.2","Mac 10.12","iPad Pro (9.7-inch)","webdriver","iPad Pro (9.7 inch) Simulator","11.2.","","",""
"safari","10","Mac 10.12","","webdriver","Safari","10.1.","","",""
"iphone","10.3","Mac 10.12","iPhone 6 Plus","webdriver","iPhone 6 Plus Simulator","10.3.","","",""
"iphone","11.0","Mac 10.12","iPhone 6 Plus","webdriver","iPhone 6 Plus Simulator","11.0.","","",""
"iphone","11.1","Mac 10.12","iPhone 6 Plus","webdriver","iPhone 6 Plus Simulator","11.1.","","",""
"iphone","11.2","Mac 10.12","iPhone 6 Plus","webdriver","iPhone 6 Plus Simulator","11.2.","","",""
"iphone","11.0","Mac 10.12","iPhone X","webdriver","iPhone X Simulator","11.0.","","",""
"iphone","11.1","Mac 10.12","iPhone X","webdriver","iPhone X Simulator","11.1.","","",""
"iphone","11.2","Mac 10.12","iPhone X","webdriver","iPhone X Simulator","11.2.","","",""
"iphone","10.3","Mac 10.12","iPhone 6s Plus","webdriver","iPhone 6s Plus Simulator","10.3.","","",""
"iphone","11.0","Mac 10.12","iPhone 6s Plus","webdriver","iPhone 6s Plus Simulator","11.0.","","",""
"iphone","11.1","Mac 10.12","iPhone 6s Plus","webdriver","iPhone 6s Plus Simulator","11.1.","","",""
"iphone","11.2","Mac 10.12","iPhone 6s Plus","webdriver","iPhone 6s Plus Simulator","11.2.","","",""
"iphone","10.3","Mac 10.12","iPhone Simulator","webdriver","iPhone Simulator","10.3.","","",""
"iphone","11.0","Mac 10.12","iPhone Simulator","webdriver","iPhone Simulator","11.0.","","",""
"iphone","11.1","Mac 10.12","iPhone Simulator","webdriver","iPhone Simulator","11.1.","","",""
"iphone","11.2","Mac 10.12","iPhone Simulator","webdriver","iPhone Simulator","11.2.","","",""
"ipad","11.0","Mac 10.12","iPad Pro (12.9-inch) (2nd generation)","webdriver","iPad Pro (12.9 inch) (2nd generation) Simulator","11.0.","","",""
"ipad","11.1","Mac 10.12","iPad Pro (12.9-inch) (2nd generation)","webdriver","iPad Pro (12.9 inch) (2nd generation) Simulator","11.1.","","",""
"ipad","11.2","Mac 10.12","iPad Pro (12.9-inch) (2nd generation)","webdriver","iPad Pro (12.9 inch) (2nd generation) Simulator","11.2.","","",""
"ipad","11.0","Mac 10.12","iPad Pro (10.5-inch)","webdriver","iPad Pro (10.5 inch) Simulator","11.0.","","",""
"ipad","11.1","Mac 10.12","iPad Pro (10.5-inch)","webdriver","iPad Pro (10.5 inch) Simulator","11.1.","","",""
"ipad","11.2","Mac 10.12","iPad Pro (10.5-inch)","webdriver","iPad Pro (10.5 inch) Simulator","11.2.","","",""
"internet explorer","8","Windows 2008","","webdriver","Internet Explorer","8.0.7601.17514.","","",""
"internet explorer","11","Windows 2008","","webdriver","Internet Explorer","11.0.9600.16428.","","",""
"iphone","9.3","Mac 10.11","iPhone 5s","webdriver","iPhone 5s Simulator","9.3.","","",""
"firefox","4","Mac 10.11","","webdriver","Firefox","4.0.1.","","",""
"firefox","5","Mac 10.11","","webdriver","Firefox","5.0.1.","","",""
"firefox","6","Mac 10.11","","webdriver","Firefox","6.0.2.","","",""
"firefox","7","Mac 10.11","","webdriver","Firefox","7.0.1.","","",""
"firefox","8","Mac 10.11","","webdriver","Firefox","8.0.1.","","",""
"firefox","9","Mac 10.11","","webdriver","Firefox","9.0.","","",""
"firefox","10","Mac 10.11","","webdriver","Firefox","10.0.1.","","",""
"firefox","11","Mac 10.11","","webdriver","Firefox","11.0.","","",""
"firefox","12","Mac 10.11","","webdriver","Firefox","12.0.","","",""
"firefox","13","Mac 10.11","","webdriver","Firefox","13.0.1.","","",""
"firefox","14","Mac 10.11","","webdriver","Firefox","14.0.1.","","",""
"firefox","15","Mac 10.11","","webdriver","Firefox","15.0.1.","","",""
"firefox","16","Mac 10.11","","webdriver","Firefox","16.0.2.","","",""
"firefox","17","Mac 10.11","","webdriver","Firefox","17.0.1.","","",""
"firefox","18","Mac 10.11","","webdriver","Firefox","18.0.2.","","",""
"firefox","19","Mac 10.11","","webdriver","Firefox","19.0.","","",""
"firefox","20","Mac 10.11","","webdriver","Firefox","20.0.1.","","",""
"firefox","21","Mac 10.11","","webdriver","Firefox","21.0.","","",""
"firefox","22","Mac 10.11","","webdriver","Firefox","22.0.","","",""
"firefox","23","Mac 10.11","","webdriver","Firefox","23.0.","","",""
"firefox","24","Mac 10.11","","webdriver","Firefox","24.0.","","",""
"firefox","25","Mac 10.11","","webdriver","Firefox","25.0.","","",""
"firefox","26","Mac 10.11","","webdriver","Firefox","26.0.","","",""
"firefox","27","Mac 10.11","","webdriver","Firefox","27.0.","","",""
"firefox","28","Mac 10.11","","webdriver","Firefox","28.0.","","",""
"firefox","29","Mac 10.11","","webdriver","Firefox","29.0.","","",""
"firefox","30","Mac 10.11","","webdriver","Firefox","30.0.","","",""
"firefox","31","Mac 10.11","","webdriver","Firefox","31.0.","","",""
"firefox","32","Mac 10.11","","webdriver","Firefox","32.0.","","",""
"firefox","33","Mac 10.11","","webdriver","Firefox","33.0.","","",""
"firefox","34","Mac 10.11","","webdriver","Firefox","34.0.","","",""
"firefox","35","Mac 10.11","","webdriver","Firefox","35.0.","","",""
"firefox","36","Mac 10.11","","webdriver","Firefox","36.0.","","",""
"firefox","37","Mac 10.11","","webdriver","Firefox","37.0.2.","","",""
"firefox","38","Mac 10.11","","webdriver","Firefox","38.0.1.","","",""
"firefox","39","Mac 10.11","","webdriver","Firefox","39.0.","","",""
"firefox","40","Mac 10.11","","webdriver","Firefox","40.0.","","",""
"firefox","41","Mac 10.11","","webdriver","Firefox","41.0.","","",""
"firefox","42","Mac 10.11","","webdriver","Firefox","42.0.","","",""
"firefox","43","Mac 10.11","","webdriver","Firefox","43.0.","","",""
"firefox","44","Mac 10.11","","webdriver","Firefox","44.0.","","",""
"firefox","45","Mac 10.11","","webdriver","Firefox","45.0.","","",""
"firefox","46","Mac 10.11","","webdriver","Firefox","46.0.","","",""
"firefox","47","Mac 10.11","","webdriver","Firefox","47.0.","","",""
"firefox","48","Mac 10.11","","webdriver","Firefox","48.0.","","",""
"firefox","49","Mac 10.11","","webdriver","Firefox","49.0.","","",""
"firefox","50","Mac 10.11","","webdriver","Firefox","50.0.","","",""
"firefox","51","Mac 10.11","","webdriver","Firefox","51.0.","","",""
"firefox","52","Mac 10.11","","webdriver","Firefox","52.0.","","",""
"firefox","53","Mac 10.11","","webdriver","Firefox","53.0.","","",""
"firefox","54","Mac 10.11","","webdriver","Firefox","54.0.","","",""
"firefox","55","Mac 10.11","","webdriver","Firefox","55.0.","","",""
"firefox","56","Mac 10.11","","webdriver","Firefox","56.0.","","",""
"firefox","57","Mac 10.11","","webdriver","Firefox","57.0.","","",""
"firefox","58","Mac 10.11","","webdriver","Firefox","58.0.","","",""
"firefox","59","Mac 10.11","","webdriver","Firefox","59.0.","","",""
"firefox","60","Mac 10.11","","webdriver","Firefox","60.0.","","",""
"firefox","beta","Mac 10.11","","webdriver","Firefox","beta.","","",""
"firefox","dev","Mac 10.11","","webdriver","Firefox","dev.","","",""
"safari","9","Mac 10.11","","webdriver","Safari","9.0.","","",""
"iphone","9.3","Mac 10.11","iPhone 4s","webdriver","iPhone 4s Simulator","9.3.","","",""
"ipad","9.3","Mac 10.11","iPad Air","webdriver","iPad Air Simulator","9.3.","","",""
"iphone","9.3","Mac 10.11","iPhone 6s","webdriver","iPhone 6s Simulator","9.3.","","",""
"ipad","9.3","Mac 10.11","iPad Simulator","webdriver","iPad Simulator","9.3.","","",""
"ipad","9.3","Mac 10.11","iPad Pro","webdriver","iPad Pro Simulator","9.3.","","",""
"ipad","9.3","Mac 10.11","iPad 2","webdriver","iPad 2 Simulator","9.3.","","",""
"iphone","9.3","Mac 10.11","iPhone 6s Plus","webdriver","iPhone 6s Plus Simulator","9.3.","","",""
"iphone","9.3","Mac 10.11","iPhone 6","webdriver","iPhone 6 Simulator","9.3.","","",""
"iphone","9.3","Mac 10.11","iPhone 5","webdriver","iPhone 5 Simulator","9.3.","","",""
"chrome","27","Mac 10.11","","webdriver","Google Chrome","27.0.1453.110.","","",""
"chrome","28","Mac 10.11","","webdriver","Google Chrome","28.0.1500.95.","","",""
"chrome","31","Mac 10.11","","webdriver","Google Chrome","31.0.1650.63.","","",""
"chrome","32","Mac 10.11","","webdriver","Google Chrome","32.0.1700.107.","","",""
"chrome","33","Mac 10.11","","webdriver","Google Chrome","33.0.1750.149.","","",""
"chrome","34","Mac 10.11","","webdriver","Google Chrome","34.0.1847.116.","","",""
"chrome","35","Mac 10.11","","webdriver","Google Chrome","35.0.1916.114.","","",""
"chrome","36","Mac 10.11","","webdriver","Google Chrome","36.0.1985.125.","","",""
"chrome","37","Mac 10.11","","webdriver","Google Chrome","37.0.2062.120.","","",""
"chrome","38","Mac 10.11","","webdriver","Google Chrome","38.0.2125.101.","","",""
"chrome","39","Mac 10.11","","webdriver","Google Chrome","39.0.2171.65.","","",""
"chrome","40","Mac 10.11","","webdriver","Google Chrome","40.0.2214.93.","","",""
"chrome","41","Mac 10.11","","webdriver","Google Chrome","41.0.2272.76.","","",""
"chrome","42","Mac 10.11","","webdriver","Google Chrome","42.0.2311.135.","","",""
"chrome","43","Mac 10.11","","webdriver","Google Chrome","43.0.2357.65.","","",""
"chrome","44","Mac 10.11","","webdriver","Google Chrome","44.0.2403.125.","","",""
"chrome","45","Mac 10.11","","webdriver","Google Chrome","45.0.2454.93.","","",""
"chrome","46","Mac 10.11","","webdriver","Google Chrome","46.0.2490.71","","",""
"chrome","47","Mac 10.11","","webdriver","Google Chrome","47.0.2526.73","","",""
"chrome","48","Mac 10.11","","webdriver","Google Chrome","48.0.2564.97","","",""
"chrome","49","Mac 10.11","","webdriver","Google Chrome","49.0.2623.112","","",""
"chrome","50","Mac 10.11","","webdriver","Google Chrome","50.0.2661.94","","",""
"chrome","51","Mac 10.11","","webdriver","Google Chrome","51.0.2704.63","","",""
"chrome","52","Mac 10.11","","webdriver","Google Chrome","52.0.2743.82","","",""
"chrome","53","Mac 10.11","","webdriver","Google Chrome","53.0.2785.89","","",""
"chrome","54","Mac 10.11","","webdriver","Google Chrome","54.0.2840.59","","",""
"chrome","55","Mac 10.11","","webdriver","Google Chrome","55.0.2883.75","","",""
"chrome","56","Mac 10.11","","webdriver","Google Chrome","56.0.2924.76","","",""
"chrome","57","Mac 10.11","","webdriver","Google Chrome","57.0.2987.98","","",""
"chrome","58","Mac 10.11","","webdriver","Google Chrome","58.0.3029.81","","",""
"chrome","59","Mac 10.11","","webdriver","Google Chrome","59.0.3071.86","","",""
"chrome","60","Mac 10.11","","webdriver","Google Chrome","60.0.3112.78","","",""
"chrome","61","Mac 10.11","","webdriver","Google Chrome","61.0.3163.79","","",""
"chrome","62","Mac 10.11","","webdriver","Google Chrome","62.0.3202.62","","",""
"chrome","63","Mac 10.11","","webdriver","Google Chrome","63.0.3239.84","","",""
"chrome","64","Mac 10.11","","webdriver","Google Chrome","64.0.3282.119","","",""
"chrome","65","Mac 10.11","","webdriver","Google Chrome","65.0.3325.146","","",""
"chrome","66","Mac 10.11","","webdriver","Google Chrome","66.0.3359.117","","",""
"chrome","beta","Mac 10.11","","webdriver","Google Chrome","beta.","","",""
"chrome","dev","Mac 10.11","","webdriver","Google Chrome","dev.","","",""
"ipad","9.3","Mac 10.11","iPad Air 2","webdriver","iPad Air 2 Simulator","9.3.","","",""
"iphone","9.3","Mac 10.11","iPhone Simulator","webdriver","iPhone Simulator","9.3.","","",""
"iphone","9.3","Mac 10.11","iPhone 6 Plus","webdriver","iPhone 6 Plus Simulator","9.3.","","",""
"ipad","9.3","Mac 10.11","iPad Retina","webdriver","iPad Retina Simulator","9.3.","","",""
"MicrosoftEdge","16","Windows 10","","webdriver","Microsoft Edge","16.16299.","","",""
"firefox","4","Linux","","webdriver","Firefox","4.0.1.","","",""
"firefox","5","Linux","","webdriver","Firefox","5.0.1.","","",""
"firefox","6","Linux","","webdriver","Firefox","6.0.2.","","",""
"firefox","7","Linux","","webdriver","Firefox","7.0.1.","","",""
"firefox","8","Linux","","webdriver","Firefox","8.0.1.","","",""
"firefox","9","Linux","","webdriver","Firefox","9.0.1.","","",""
"firefox","10","Linux","","webdriver","Firefox","10.0.","","",""
"firefox","11","Linux","","webdriver","Firefox","11.0.","","",""
"firefox","12","Linux","","webdriver","Firefox","12.0.","","",""
"firefox","13","Linux","","webdriver","Firefox","13.0.1.","","",""
"firefox","14","Linux","","webdriver","Firefox","14.0.1.","","",""
"firefox","15","Linux","","webdriver","Firefox","15.0.1.","","",""
"firefox","16","Linux","","webdriver","Firefox","16.0.1.","","",""
"firefox","17","Linux","","webdriver","Firefox","17.0.1.","","",""
"firefox","18","Linux","","webdriver","Firefox","18.0.2.","","",""
"firefox","19","Linux","","webdriver","Firefox","19.0.","","",""
"firefox","20","Linux","","webdriver","Firefox","20.0.1.","","",""
"firefox","21","Linux","","webdriver","Firefox","21.0.","","",""
"firefox","22","Linux","","webdriver","Firefox","22.0.","","",""
"firefox","23","Linux","","webdriver","Firefox","23.0.1.","","",""
"firefox","24","Linux","","webdriver","Firefox","24.0.","","",""
"firefox","25","Linux","","webdriver","Firefox","25.0.","","",""
"firefox","26","Linux","","webdriver","Firefox","26.0.","","",""
"firefox","27","Linux","","webdriver","Firefox","27.0.","","",""
"firefox","28","Linux","","webdriver","Firefox","28.0.","","",""
"firefox","29","Linux","","webdriver","Firefox","29.0.","","",""
"firefox","30","Linux","","webdriver","Firefox","30.0.","","",""
"firefox","31","Linux","","webdriver","Firefox","31.0.","","",""
"firefox","32","Linux","","webdriver","Firefox","32.0.","","",""
"firefox","33","Linux","","webdriver","Firefox","33.0.","","",""
